Vertice, In, Out
(1665,2,2)
(1666,2,5)
(1667,1,2)
(1668,1,10)
(1669,2,5)
(1670,1,1)
(1671,2,5)
(1672,2,2)
(1673,3,7)
(1674,1,1)
(1675,1,6)
(1676,15,10)
(1677,3,6)
(1678,1,3)
(1679,2,10)
(1680,1,5)
(1681,4,1)
(1682,2,3)
(1683,2,8)
(1684,1,1)
(1685,1,8)
(1686,2,1)
(1687,0,4)
(1688,2,5)
(1689,24,2)
(1690,29,24)
(1691,2,5)
(1692,1,36)
(1693,2,9)
(1694,10,15)
(1695,2,3)
(1696,0,2)
(1697,1,3)
(1698,4,3)
(1699,8,10)
(1700,2,14)
(1701,4,6)
(1702,0,2)
(1703,4,4)
(1704,0,5)
(1705,1,5)
(1706,3,2)
(1707,2,14)
(1708,24,27)
(1709,2,2)
(1710,8,1)
(1711,1,18)
(1712,3,4)
(1713,0,16)
(1714,41,38)
(1715,2,8)
(1716,2,5)
(1717,3,5)
(1718,2,2)
(1719,2,10)
(1720,27,6)
(1721,2,3)
(1722,1,3)
(1723,3,5)
(1724,24,34)
(1725,3,4)
(1726,2,5)
(1727,1,5)
(1728,2,5)
(1729,4,7)
(1730,2,2)
(1731,2,2)
(1732,4,7)
(1733,2,7)
(1734,4,4)
(1735,1,3)
(1736,1,2)
(1737,39,5)
(1738,204,26)
(1739,2,2)
(1740,1,3)
(1741,1,15)
(1742,8,2)
(1743,5,5)
(1744,4,8)
(1745,2,4)
(1746,11,8)
(1747,2,2)
(1748,2,2)
(1749,3,3)
(1750,2,2)
(1751,1,3)
(1752,2,3)
(1753,3,2)
(1754,2,7)
(1755,4,4)
(1756,5,1)
(1757,10,8)
(1758,2,10)
(1759,1,2)
(1760,5,7)
(1761,1,1)
(1762,10,44)
(1763,6,2)
(1764,1,8)
(1765,1,23)
(1766,12,2)
(1767,1,6)
(1768,2,5)
(1769,1,5)
(1770,1,15)
(1771,3,3)
(1772,1,2)
(1773,2,5)
(1774,1,1)
(1775,2,1)
(1776,5,4)
(1777,2,5)
(1778,2,6)
(1779,2,4)
(1780,4,7)
(1781,2,1)
(1782,2,3)
(1783,1,3)
(1784,1,1)
(1785,12,13)
(1786,1,1)
(1787,1,26)
(1788,31,17)
(1789,2,6)
(1790,2,2)
(1791,2,5)
(1792,0,1)
(1793,9,7)
(1794,11,20)
(1795,2,9)
(1796,63,7)
(1797,1,28)
(1798,3,3)
(1799,2,2)
(1800,3,4)
(1801,2,2)
(1802,1,2)
(1803,2,1)
(1804,4,4)
(1805,1,3)
(1806,2,4)
(1807,1,5)
(1808,1,2)
(1809,12,13)
(1810,1,8)
(1811,0,1)
(1812,1,6)
(1813,1,3)
(1814,1,1)
(1815,2,2)
(1816,1,4)
(1817,4,6)
(1818,6,6)
(1819,21,22)
(1820,1,5)
(1821,19,6)
(1822,3,7)
(1823,2,9)
(1824,1,1)
(1825,5,7)
(1826,6,11)
(1827,3,5)
(1828,6,2)
(1829,2,14)
(1830,15,31)
(1831,1,1)
(1832,3,5)
(1833,18,17)
(1834,1,5)
(1835,1,5)
(1836,3,19)
(1837,9,9)
(1838,2,2)
(1839,5,6)
(1840,1,3)
(1841,3,4)
(1842,6,2)
(1843,0,16)
(1844,15,17)
(1845,0,2)
(1846,2,5)
(1847,6,8)
(1848,15,10)
(1849,3,3)
(1850,1,2)
(1851,47,2)
(1852,8,13)
(1853,1,6)
(1854,2,6)
(1855,1,3)
(1856,2,2)
(1857,1,5)
(1858,1,5)
(1859,2,15)
(1860,4,8)
(1861,14,2)
(1862,2,2)
(1863,2,2)
(1864,2,10)
(1865,3,4)
(1866,6,8)
(1867,4,3)
(1868,3,5)
(1869,2,2)
(1870,3,4)
(1871,1,1)
(1872,4,6)
(1873,1,2)
(1874,2,5)
(1875,22,19)
(1876,0,1)
(1877,5,10)
(1878,5,2)
(1879,1,10)
(1880,2,3)
(1881,3,10)
(1882,9,18)
(1883,3,5)
(1884,2,33)
(1885,2,3)
(1886,7,3)
(1887,98,13)
(1888,3,5)
(1889,3,4)
(1890,2,4)
(1891,6,2)
(1892,3,2)
(1893,1,1)
(1894,3,4)
(1895,3,14)
(1896,0,1)
(1897,26,7)
(1898,1,4)
(1899,12,29)
(1900,6,8)
(1901,2,14)
(1902,1,1)
(1903,4,3)
(1904,3,2)
(1905,2,5)
(1906,1,5)
(1907,3,4)
(1908,1,5)
(1909,0,1)
(1910,2,2)
(1911,3,4)
(1912,3,4)
(1913,2,6)
(1914,3,36)
(1915,3,3)
(1916,3,1)
(1917,3,4)
(1918,2,36)
(1919,15,10)
(1920,15,10)
(1921,4,23)
(1922,3,5)
(1923,3,2)
(1924,3,4)
(1925,4,5)
(1926,2,2)
(1927,1,4)
(1928,0,2)
(1929,2,5)
(1930,22,19)
(1931,24,6)
(1932,7,8)
(1933,15,10)
(1934,1,1)
(1935,1,19)
(1936,2,5)
(1937,3,6)
(1938,2,5)
(1939,3,4)
(1940,2,10)
(1941,4,3)
(1942,2,1)
(1943,1,35)
(1944,1,3)
(1945,0,1)
(1946,2,1)
(1947,6,18)
(1948,3,4)
(1949,15,10)
(1950,3,3)
(1951,4,6)
(1952,0,1)
(1953,3,4)
(1954,1,1)
(1955,1,6)
(1956,1,2)
(1957,7,3)
(1958,2,5)
(1959,5,2)
(1960,1,3)
(1961,3,7)
(1962,2,3)
(1963,1,3)
(1964,3,5)
(1965,1,2)
(1966,0,5)
(1967,2,16)
(1968,2,3)
(1969,2,16)
(1970,1,0)
(1971,1,10)
(1972,4,3)
(1973,4,13)
(1974,1,5)
(1975,14,10)
(1976,2,2)
(1977,3,3)
(1978,1,18)
(1979,2,2)
(1980,8,5)
(1981,6,19)
(1982,2,3)
(1983,5,7)
(1984,2,1)
(1985,13,16)
(1986,3,10)
(1987,1,19)
(1988,2,5)
(1989,3,5)
(1990,1,4)
(1991,5,2)
(1992,2,5)
(1993,1,5)
(1994,48,23)
(1995,2,2)
(1996,7,2)
(1997,2,2)
(1998,15,35)
(1999,242,14)
(2000,4,47)
(2001,3,14)
(2002,10,9)
(2003,2,5)
(2004,2,2)
(2005,2,2)
(2006,5,7)
(2007,2,10)
(2008,1,4)
(2009,15,18)
(2010,1,4)
(2011,7,6)
(2012,3,3)
(2013,2,3)
(2014,1,4)
(2015,2,3)
(2016,1,1)
(2017,2,2)
(2018,5,6)
(2019,15,10)
(2020,3,3)
(2021,3,5)
(2022,10,23)
(2023,2,6)
(2024,2,5)
(2025,1,3)
(2026,6,2)
(2027,2,4)
(2028,2,1)
(2029,3,3)
(2030,2,3)
(2031,1,8)
(2032,2,4)
(2033,1,29)
(2034,2,3)
(2035,8,27)
(2036,1,12)
(2037,13,15)
(2038,1,10)
(2039,3,5)
(2040,269,9)
(2041,1,5)
(2042,4,6)
(2043,4,11)
(2044,0,1)
(2045,1,1)
(2046,1,10)
(2047,1,96)
(2048,2,2)
(2049,0,2)
(2050,15,10)
(2051,1,3)
(2052,1,1)
(2053,1,5)
(2054,2,3)
(2055,1,6)
(2056,17,28)
(2057,46,64)
(2058,5,6)
(2059,3,4)
(2060,4,6)
(2061,1,7)
(2062,1,1)
(2063,3,4)
(2064,2,6)
(2065,2,1)
(2066,6,5)
(2067,3,2)
(2068,3,8)
(2069,3,4)
(2070,2,2)
(2071,1,1)
(2072,4,7)
(2073,1,27)
(2074,4,5)
(2075,1,2)
(2076,2,5)
(2077,1,1)
(2078,1,3)
(2079,2,2)
(2080,2,3)
(2081,1,10)
(2082,4,3)
(2083,1,1)
(2084,2,5)
(2085,1,1)
(2086,0,1)
(2087,2,7)
(2088,1,5)
(2089,7,3)
(2090,4,6)
(2091,4,4)
(2092,4,4)
(2093,2,19)
(2094,1,15)
(2095,22,3)
(2096,7,9)
(2097,1,8)
(2098,2,6)
(2099,4,7)
(2100,2,4)
(2101,2,1)
(2102,8,9)
(2103,23,6)
(2104,2,5)
(2105,3,3)
(2106,4,6)
(2107,2,4)
(2108,3,5)
(2109,0,7)
(2110,17,18)
(2111,48,25)
(2112,81,14)
(2113,6,12)
(2114,1,3)
(2115,6,19)
(2116,5,7)
(2117,1,5)
(2118,1,5)
(2119,0,16)
(2120,5,5)
(2121,2,3)
(2122,1,11)
(2123,2,5)
(2124,3,3)
(2125,2,5)
(2126,2,2)
(2127,2,6)
(2128,2,3)
(2129,1,11)
(2130,2,7)
(2131,2,2)
(2132,0,7)
(2133,1,2)
(2134,2,1)
(2135,0,1)
(2136,6,4)
(2137,3,5)
(2138,2,2)
(2139,2,4)
(2140,2,3)
(2141,3,2)
(2142,0,6)
(2143,2,3)
(2144,4,5)
(2145,3,5)
(2146,5,6)
(2147,2,2)
(2148,3,2)
(2149,6,7)
(2150,2,5)
(2151,39,10)
(2152,3,3)
(2153,15,10)
(2154,13,19)
(2155,4,7)
(2156,1,3)
(2157,3,2)
(2158,1,3)
(2159,3,5)
(2160,2,3)
(2161,1,1)
(2162,2,4)
(2163,11,2)
(2164,0,1)
(2165,3,5)
(2166,4,6)
(2167,1,1)
(2168,8,39)
(2169,1,18)
(2170,15,10)
(2171,8,11)
(2172,4,10)
(2173,2,3)
(2174,2,12)
(2175,5,7)
(2176,2,4)
(2177,0,1)
(2178,80,1)
(2179,11,26)
(2180,6,6)
(2181,6,1)
(2182,2,2)
(2183,2,1)
(2184,1,10)
(2185,18,21)
(2186,9,28)
(2187,0,1)
(2188,7,5)
(2189,3,5)
(2190,9,5)
(2191,3,9)
(2192,6,10)
(2193,1,5)
(2194,3,7)
(2195,7,7)
(2196,3,5)
(2197,2,3)
(2198,2,2)
(2199,2,5)
(2200,1,5)
(2201,2,3)
(2202,1,16)
(2203,1,4)
(2204,78,35)
(2205,3,4)
(2206,6,8)
(2207,1,2)
(2208,5,4)
(2209,5,1)
(2210,4,6)
(2211,3,14)
(2212,1,8)
(2213,4,8)
(2214,0,1)
(2215,4,3)
(2216,6,2)
(2217,9,24)
(2218,1,8)
(2219,11,13)
(2220,2,6)
(2221,8,18)
(2222,23,19)
(2223,3,8)
(2224,4,5)
(2225,6,15)
(2226,0,6)
(2227,1,35)
(2228,2,6)
(2229,2,5)
(2230,1,11)
(2231,4,12)
(2232,4,4)
(2233,7,5)
(2234,1,5)
(2235,2,1)
(2236,3,8)
(2237,2,2)
(2238,5,4)
(2239,1,1)
(2240,3,3)
(2241,2,3)
(2242,40,35)
(2243,1,2)
(2244,1,8)
(2245,1,1)
(2246,1,1)
(2247,3,5)
(2248,18,17)
(2249,7,19)
(2250,1,4)
(2251,3,11)
(2252,1,5)
(2253,1,1)
(2254,1,6)
(2255,338,16)
(2256,2,16)
(2257,1,46)
(2258,2,5)
(2259,0,1)
(2260,2976,18)
(2261,1,5)
(2262,2,2)
(2263,1,5)
(2264,4,5)
(2265,16,19)
(2266,5,3)
(2267,3,4)
(2268,1,18)
(2269,3,4)
(2270,2,1)
(2271,6,8)
(2272,1,10)
(2273,3,2)
(2274,3,2)
(2275,4,6)
(2276,4,6)
(2277,2,4)
(2278,4,5)
(2279,2,2)
(2280,2,8)
(2281,4,12)
(2282,3,16)
(2283,3,5)
(2284,4,4)
(2285,1,9)
(2286,1,3)
(2287,2,2)
(2288,5,2)
(2289,2,6)
(2290,1,5)
(2291,4,3)
(2292,1,2)
(2293,1,2)
(2294,3,4)
(2295,2,55)
(2296,1,1)
(2297,1,8)
(2298,5,52)
(2299,6,2)
(2300,1,5)
(2301,38,8)
(2302,8,15)
(2303,3,1)
(2304,4,5)
(2305,5,6)
(2306,3,3)
(2307,18,13)
(2308,1,39)
(2309,2,5)
(2310,1,10)
(2311,2,10)
(2312,3,5)
(2313,2,2)
(2314,0,26)
(2315,0,7)
(2316,3,3)
(2317,6,3)
(2318,2,5)
(2319,1,1)
(2320,3,16)
(2321,4,9)
(2322,1,19)
(2323,2,6)
(2324,7,1)
(2325,2,3)
(2326,6,7)
(2327,2,2)
(2328,1,11)
(2329,2,2)
(2330,2,6)
(2331,0,3)
(2332,3,3)
(2333,2,10)
(2334,2,6)
(2335,0,4)
(2336,4,9)
(2337,1,10)
(2338,4,3)
(2339,2,149)
(2340,1,7)
(2341,3,6)
(2342,2,2)
(2343,2,5)
(2344,16,30)
(2345,7,6)
(2346,32,31)
(2347,0,1)
(2348,3,2)
(2349,1,36)
(2350,3,5)
(2351,8,12)
(2352,15,10)
(2353,3,4)
(2354,3,32)
(2355,24,25)
(2356,4,4)
(2357,1,3)
(2358,3,5)
(2359,1,5)
(2360,0,6)
(2361,5,2)
(2362,14,31)
(2363,9,14)
(2364,26,25)
(2365,24,44)
(2366,2,6)
(2367,2,1)
(2368,2,2)
(2369,1,5)
(2370,5,2)
(2371,1,5)
(2372,0,1)
(2373,2,5)
(2374,1,42)
(2375,4,15)
(2376,2,2)
(2377,1,5)
(2378,4,4)
(2379,13,10)
(2380,3,5)
(2381,2,6)
(2382,2,4)
(2383,2,4)
(2384,9,17)
(2385,58,4)
(2386,2,7)
(2387,3,2)
(2388,1,1)
(2389,5,2)
(2390,3,16)
(2391,2,10)
(2392,1,2)
(2393,2,3)
(2394,1,19)
(2395,1,1)
(2396,27,18)
(2397,3,4)
(2398,15,10)
(2399,2,3)
(2400,1,11)
(2401,0,89)
(2402,2,1)
(2403,2,1)
(2404,65,36)
(2405,1,5)
(2406,1,6)
(2407,8,8)
(2408,13,28)
(2409,3,8)
(2410,5,8)
(2411,6,2)
(2412,3,4)
(2413,3,3)
(2414,2,1)
(2415,18,6)
(2416,3,4)
(2417,1,5)
(2418,34,13)
(2419,11,2)
(2420,2,2)
(2421,2,1)
(2422,0,81)
(2423,1,1)
(2424,10,8)
(2425,2,6)
(2426,2,2)
(2427,3,3)
(2428,2,2)
(2429,1,4)
(2430,7,2)
(2431,1,46)
(2432,2,2)
(2433,2,6)
(2434,3,4)
(2435,2,1)
(2436,3,4)
(2437,2,2)
(2438,0,105)
(2439,3,6)
(2440,4,6)
(2441,0,6)
(2442,3,5)
(2443,3,3)
(2444,8,11)
(2445,3,5)
(2446,4,5)
(2447,15,10)
(2448,4,5)
(2449,2,36)
(2450,5,3)
(2451,3,6)
(2452,15,10)
(2453,3,7)
(2454,2,5)
(2455,2,3)
(2456,6,2)
(2457,7,29)
(2458,2,3)
(2459,2,2)
(2460,2,7)
(2461,30,17)
(2462,3,2)
(2463,3,4)
(2464,1,5)
(2465,2,1)
(2466,1,5)
(2467,0,6)
(2468,2,14)
(2469,2,2)
(2470,3,4)
(2471,5,7)
(2472,1,1)
(2473,1,4)
(2474,3,5)
(2475,6,19)
(2476,22,3)
(2477,2,3)
(2478,1,2)
(2479,13,14)
(2480,2,6)
(2481,0,1)
(2482,1,8)
(2483,2,4)
(2484,2,3)
(2485,3,2)
(2486,6,8)
(2487,2,5)
(2488,5,7)
(2489,3,5)
(2490,2,5)
(2491,1,10)
(2492,1,1)
(2493,15,10)
(2494,3,2)
(2495,2,3)
(2496,2,10)
(2497,13,28)
(2498,0,16)
(2499,2,1)
(2500,1,19)
(2501,19,5)
(2502,0,11)
(2503,1,5)
(2504,1,19)
(2505,23,20)
(2506,1,5)
(2507,4,6)
(2508,4,2)
(2509,2,3)
(2510,27,32)
(2511,1,7)
(2512,4,4)
(2513,1,19)
(2514,1,10)
(2515,0,10)
(2516,1,5)
(2517,3,7)
(2518,4,14)
(2519,1,19)
(2520,2,2)
(2521,3,6)
(2522,4,5)
(2523,9,1)
(2524,7,3)
(2525,2,2)
(2526,2,1)
(2527,6,9)
(2528,4,5)
(2529,2,1)
(2530,3,4)
(2531,5,3)
(2532,4,4)
(2533,2,2)
(2534,0,8)
(2535,21,10)
(2536,2,5)
(2537,2,7)
(2538,2,5)
(2539,0,4)
(2540,2,2)
(2541,5,4)
(2542,4,6)
(2543,2,10)
(2544,2,14)
(2545,0,2)
(2546,1,5)
(2547,1,10)
(2548,2,3)
(2549,0,11)
(2550,1,10)
(2551,7,7)
(2552,6,13)
(2553,4,2)
(2554,3,3)
(2555,1,1)
(2556,5,10)
(2557,0,2)
(2558,2,4)
(2559,0,2)
(2560,3,29)
(2561,4,6)
(2562,2,5)
(2563,37,44)
(2564,15,10)
(2565,0,3)
(2566,0,4)
(2567,5,5)
(2568,1,10)
(2569,0,2)
(2570,8,8)
(2571,3,5)
(2572,4,4)
(2573,2,3)
(2574,6,2)
(2575,1,1)
(2576,3,5)
(2577,2,2)
(2578,2,2)
(2579,3,9)
(2580,2,3)
(2581,62,31)
(2582,3,5)
(2583,1,5)
(2584,3,2)
(2585,1,17)
(2586,2,2)
(2587,3,5)
(2588,1,5)
(2589,2,3)
(2590,5,4)
(2591,21,19)
(2592,2,14)
(2593,0,6)
(2594,26,25)
(2595,2,3)
(2596,1,1)
(2597,3,13)
(2598,8,10)
(2599,4,8)
(2600,2,5)
(2601,2,2)
(2602,2,10)
(2603,1,3)
(2604,1,10)
(2605,2,2)
(2606,4,7)
(2607,4,6)
(2608,2,2)
(2609,9,31)
(2610,4,6)
(2611,3,2)
(2612,2,36)
(2613,1,1)
(2614,18,1)
(2615,2,5)
(2616,1,15)
(2617,8,9)
(2618,1,10)
(2619,2,5)
(2620,5,35)
(2621,3,5)
(2622,5,6)
(2623,1,6)
(2624,1,10)
(2625,5,2)
(2626,1,5)
(2627,1,8)
(2628,2,5)
(2629,2,6)
(2630,0,8)
(2631,1,18)
(2632,3,5)
(2633,1,10)
(2634,2,6)
(2635,1,3)
(2636,1,2)
(2637,2,5)
(2638,0,75)
(2639,4,5)
(2640,2,3)
(2641,11,18)
(2642,1,7)
(2643,1,5)
(2644,3,4)
(2645,0,7)
(2646,2,3)
(2647,1,2)
(2648,13,5)
(2649,0,1)
(2650,2,2)
(2651,4,5)
(2652,5,5)
(2653,17,20)
(2654,2,6)
(2655,5,6)
(2656,385,211)
(2657,1,19)
(2658,2,4)
(2659,65,11)
(2660,1,2)
(2661,0,2)
(2662,4,1)
(2663,2,2)
(2664,2,3)
(2665,1,1)
(2666,7,4)
(2667,7,2)
(2668,15,10)
(2669,4,8)
(2670,1,3)
(2671,2,3)
(2672,22,20)
(2673,3,2)
(2674,7,12)
(2675,0,6)
(2676,1,10)
(2677,2,3)
(2678,2,36)
(2679,5,5)
(2680,1,5)
(2681,8,14)
(2682,5,6)
(2683,1,8)
(2684,3,8)
(2685,12,5)
(2686,2,3)
(2687,2,9)
(2688,5,2)
(2689,1,1)
(2690,3,4)
(2691,2,5)
(2692,4,7)
(2693,1,2)
(2694,3,5)
(2695,1,3)
(2696,3,2)
(2697,6,13)
(2698,1,3)
(2699,4,4)
(2700,12,29)
(2701,2,5)
(2702,2,7)
(2703,5,5)
(2704,5,8)
(2705,1,1)
(2706,3,6)
(2707,3,1)
(2708,6,6)
(2709,1,18)
(2710,1,35)
(2711,2,3)
(2712,4,8)
(2713,2,2)
(2714,1,18)
(2715,1,1)
(2716,23,20)
(2717,3,4)
(2718,2,5)
(2719,0,1)
(2720,3,3)
(2721,4,5)
(2722,2,5)
(2723,2,5)
(2724,19,1)
(2725,24,33)
(2726,1,8)
(2727,4,6)
(2728,0,15)
(2729,2,6)
(2730,4,7)
(2731,3,4)
(2732,2,4)
(2733,2,3)
(2734,2,5)
(2735,7,6)
(2736,2,3)
(2737,2,6)
(2738,1,14)
(2739,1,35)
(2740,6,2)
(2741,5,2)
(2742,2,2)
(2743,3,5)
(2744,1,19)
(2745,2,3)
(2746,11,20)
(2747,1,5)
(2748,1,5)
(2749,0,1)
(2750,2,3)
(2751,6,19)
(2752,2,3)
(2753,1,2)
(2754,3,6)
(2755,0,7)
(2756,22,19)
(2757,1,1)
(2758,8,5)
(2759,1,2)
(2760,1,1)
(2761,1,2)
(2762,1,2)
(2763,0,6)
(2764,1,1)
(2765,15,10)
(2766,1,6)
(2767,1,3)
(2768,2,32)
(2769,2,3)
(2770,7,2)
(2771,1,1)
(2772,1,5)
(2773,1,1)
(2774,2,2)
(2775,7,5)
(2776,4,4)
(2777,4,6)
(2778,4,3)
(2779,5,49)
(2780,2,5)
(2781,12,7)
(2782,1,10)
(2783,24,33)
(2784,1,7)
(2785,2,4)
(2786,1,4)
(2787,5,14)
(2788,2,2)
(2789,2,3)
(2790,8,10)
(2791,1,8)
(2792,3,3)
(2793,2,3)
(2794,1,2)
(2795,0,7)
(2796,37,4)
(2797,3,4)
(2798,1,50)
(2799,1,2)
(2800,1,5)
(2801,1,10)
(2802,14,10)
(2803,6,21)
(2804,9,9)
(2805,0,2)
(2806,5,6)
(2807,5,4)
(2808,253,15)
(2809,1,1)
(2810,1,2)
(2811,0,16)
(2812,23,20)
(2813,1,1)
(2814,11,15)
(2815,2,2)
(2816,2,1)
(2817,15,36)
(2818,4,6)
(2819,85,103)
(2820,2,1)
(2821,3,1)
(2822,0,1)
(2823,3,6)
(2824,2,2)
(2825,3,4)
(2826,5,6)
(2827,3,6)
(2828,3,4)
(2829,1,7)
(2830,2,2)
(2831,5,2)
(2832,2,5)
(2833,2,6)
(2834,2,2)
(2835,1,15)
(2836,45,18)
(2837,0,2)
(2838,2,3)
(2839,4,3)
(2840,2,5)
(2841,3,7)
(2842,11,16)
(2843,7,63)
(2844,4,6)
(2845,3,8)
(2846,6,2)
(2847,0,1)
(2848,2,4)
(2849,2,2)
(2850,2,2)
(2851,3,3)
(2852,0,28)
(2853,8,17)
(2854,3,3)
(2855,6,3)
(2856,1,1)
(2857,4,6)
(2858,1,14)
(2859,1,1)
(2860,2,2)
(2861,2,10)
(2862,0,24)
(2863,1,5)
(2864,1,5)
(2865,1,6)
(2866,1,43)
(2867,0,1)
(2868,15,36)
(2869,2,2)
(2870,12,13)
(2871,2,31)
(2872,3,6)
(2873,22,19)
(2874,0,3)
(2875,0,1)
(2876,2,2)
(2877,1,3)
(2878,3,4)
(2879,6,2)
(2880,1,1)
(2881,1,19)
(2882,2,6)
(2883,1,2)
(2884,1,5)
(2885,4,2)
(2886,1,8)
(2887,2,6)
(2888,15,31)
(2889,1,7)
(2890,6,9)
(2891,2,3)
(2892,2,1)
(2893,2,10)
(2894,6,14)
(2895,2,2)
(2896,5,3)
(2897,3,2)
(2898,1,2)
(2899,5,6)
(2900,3,2)
(2901,15,10)
(2902,5,2)
(2903,37,2)
(2904,11,10)
(2905,2,9)
(2906,0,1)
(2907,2,10)
(2908,186,36)
(2909,3,3)
(2910,0,1)
(2911,2,7)
(2912,1,18)
(2913,1,15)
(2914,2,3)
(2915,39,38)
(2916,4,11)
(2917,3,5)
(2918,3,4)
(2919,3,3)
(2920,1,5)
(2921,1,9)
(2922,15,6)
(2923,3,5)
(2924,7,2)
(2925,25,35)
(2926,0,36)
(2927,0,3)
(2928,1,1)
(2929,1,5)
(2930,4,5)
(2931,2,16)
(2932,1,2)
(2933,3,2)
(2934,0,1)
(2935,26,9)
(2936,2,8)
(2937,4,4)
(2938,4,4)
(2939,1,51)
(2940,9,14)
(2941,2,1)
(2942,3,2)
(2943,2,4)
(2944,4,6)
(2945,1,2)
(2946,3,20)
(2947,3,2)
(2948,5,7)
(2949,1,10)
(2950,0,1)
(2951,1,55)
(2952,11,21)
(2953,3,3)
(2954,1,3)
(2955,26,29)
(2956,5,2)
(2957,4,6)
(2958,2,3)
(2959,2,6)
(2960,12,17)
(2961,2,2)
(2962,2,2)
(2963,385,7)
(2964,2,8)
(2965,1,4)
(2966,3,33)
(2967,1,1)
(2968,10,30)
(2969,4,7)
(2970,1,1)
(2971,23,20)
(2972,2,2)
(2973,2,5)
(2974,3,4)
(2975,6,5)
(2976,1,5)
(2977,2,4)
(2978,2,3)
(2979,3,5)
(2980,1,19)
(2981,4,6)
(2982,1,3)
(2983,2,2)
(2984,2,5)
(2985,5,12)
(2986,1,1)
(2987,3,5)
(2988,3,5)
(2989,2,2)
(2990,2,6)
(2991,3,10)
(2992,1,60)
(2993,3,4)
(2994,0,2)
(2995,2,36)
(2996,3,3)
(2997,2,2)
(2998,2,6)
(2999,4,7)
(3000,1,3)
(3001,4,6)
(3002,3,32)
(3003,0,2)
(3004,6,2)
(3005,4,4)
(3006,1,7)
(3007,3,5)
(3008,1,3)
(3009,14,10)
(3010,1,7)
(3011,1,1)
(3012,3,8)
(3013,3,9)
(3014,2,3)
(3015,0,6)
(3016,0,6)
(3017,3,23)
(3018,8,1)
(3019,5,8)
(3020,4,33)
(3021,1,10)
(3022,1,2)
(3023,6,2)
(3024,2,5)
(3025,3,20)
(3026,4,5)
(3027,3,2)
(3028,2,3)
(3029,5,8)
(3030,3,2)
(3031,6,6)
(3032,2,1)
(3033,2,6)
(3034,3,2)
(3035,3,3)
(3036,1,7)
(3037,1,1)
(3038,1,2)
(3039,0,4)
(3040,0,4)
(3041,2,1)
(3042,2,5)
(3043,2,5)
(3044,2,2)
(3045,12,12)
(3046,1,5)
(3047,4,3)
(3048,2,2)
(3049,1,2)
(3050,9,10)
(3051,2,9)
(3052,1,5)
(3053,2,4)
(3054,0,7)
(3055,8,14)
(3056,3,2)
(3057,1,5)
(3058,2,4)
(3059,2,2)
(3060,4,2)
(3061,8,8)
(3062,2,1)
(3063,1,8)
(3064,1,2)
(3065,2,2)
(3066,4,10)
(3067,5,3)
(3068,3,19)
(3069,7,20)
(3070,2,3)
(3071,0,1)
(3072,2,2)
(3073,2,4)
(3074,1,6)
(3075,4,3)
(3076,22,9)
(3077,3,5)
(3078,1,3)
(3079,7,2)
(3080,2,6)
(3081,1,6)
(3082,0,1)
(3083,4,8)
(3084,8,8)
(3085,1,1)
(3086,7,9)
(3087,4,6)
(3088,0,6)
(3089,3,4)
(3090,22,22)
(3091,2,10)
(3092,7,15)
(3093,3,4)
(3094,1,1)
(3095,3,2)
(3096,2,5)
(3097,2,6)
(3098,21,34)
(3099,24,34)
(3100,1,1)
(3101,3,2)
(3102,2,8)
(3103,1,1)
(3104,49,32)
(3105,1,10)
(3106,0,9)
(3107,1,5)
(3108,11,28)
(3109,15,10)
(3110,19,6)
(3111,3,2)
(3112,3,4)
(3113,2,1)
(3114,2,2)
(3115,3,8)
(3116,2,5)
(3117,1,8)
(3118,1,1)
(3119,4,4)
(3120,1,6)
(3121,14,7)
(3122,2,5)
(3123,2,6)
(3124,1,2)
(3125,1,1)
(3126,1,10)
(3127,2,64)
(3128,4,2)
(3129,5,13)
(3130,5,2)
(3131,2,6)
(3132,3,9)
(3133,1,2)
(3134,1,6)
(3135,2,5)
(3136,3,2)
(3137,2,1)
(3138,2,7)
(3139,4,3)
(3140,2,6)
(3141,0,8)
(3142,3,4)
(3143,15,10)
(3144,3,2)
(3145,3,7)
(3146,2,4)
(3147,3,2)
(3148,0,61)
(3149,2,44)
(3150,2,5)
(3151,1,18)
(3152,0,2)
(3153,1,49)
(3154,2,3)
(3155,2,5)
(3156,7,10)
(3157,2,3)
(3158,2,3)
(3159,5,12)
(3160,88,13)
(3161,2,8)
(3162,2,5)
(3163,233,18)
(3164,1889,8)
(3165,1,8)
(3166,0,1)
(3167,5,2)
(3168,1,6)
(3169,1,36)
(3170,2,2)
(3171,1,23)
(3172,3,3)
(3173,1,2)
(3174,2,5)
(3175,4,3)
(3176,7,7)
(3177,15,10)
(3178,19,18)
(3179,1,2)
(3180,3,4)
(3181,1,10)
(3182,0,77)
(3183,1,2)
(3184,5,17)
(3185,1,1)
(3186,2,8)
(3187,1,15)
(3188,1,10)
(3189,2,0)
(3190,1,1)
(3191,5,15)
(3192,1,5)
(3193,1,1)
(3194,3,8)
(3195,3,9)
(3196,4,4)
(3197,1,2)
(3198,8,19)
(3199,1,8)
(3200,1,4)
(3201,4,9)
(3202,1,5)
(3203,2,3)
(3204,1,5)
(3205,2,3)
(3206,6,33)
(3207,0,8)
(3208,6,15)
(3209,0,6)
(3210,6,2)
(3211,8,9)
(3212,3,4)
(3213,4,5)
(3214,2,6)
(3215,2,6)
(3216,1,1)
(3217,1,2)
(3218,1,5)
